Column,Model,Class_Code,Prop_Code,Valid,Class_Score,Prop_Score,accept
Localisation,LaBSE,E9_Move,P86_falls_within,✗,"0,3294","0,442",✗
Localisation,LaBSE,E9_Move,P13_destroyed,✗,"0,3294","0,4419",✗
Localisation,LaBSE,E9_Move,P25_moved,✗,"0,3294","0,4396",✗
Localisation,LaBSE,E9_Move,P53_has_former_or_current_location,✗,"0,3294","0,4384",✗
Localisation,LaBSE,E9_Move,P56_bears_feature,✗,"0,3294","0,4348",✗
Localisation,LaBSE,E3_Condition_State,P92_brought_into_existence,✗,"0,308","0,488",✗
Localisation,LaBSE,E3_Condition_State,P94_has_created,✗,"0,308","0,4702",✗
Localisation,LaBSE,E3_Condition_State,P142_used_constituent,✗,"0,308","0,4439",✗
Localisation,LaBSE,E3_Condition_State,P26_moved_to,✗,"0,308","0,4435",✗
Localisation,LaBSE,E3_Condition_State,P27_moved_from,✗,"0,308","0,4426",✗
Localisation,LaBSE,E3_Condition_State,P86_falls_within,✗,"0,308","0,442",✗
Localisation,LaBSE,E3_Condition_State,P13_destroyed,✗,"0,308","0,4419",✗
Localisation,LaBSE,E3_Condition_State,P25_moved,✗,"0,308","0,4396",✗
Localisation,LaBSE,E3_Condition_State,P53_has_former_or_current_location,✗,"0,308","0,4384",✗
Localisation,LaBSE,E3_Condition_State,P56_bears_feature,✗,"0,308","0,4348",✗
Localisation,LaBSE,E14_Condition_Assessment,P92_brought_into_existence,✗,"0,2701","0,488",✗
Localisation,LaBSE,E14_Condition_Assessment,P94_has_created,✗,"0,2701","0,4702",✗
Localisation,LaBSE,E14_Condition_Assessment,P142_used_constituent,✗,"0,2701","0,4439",✗
Localisation,LaBSE,E14_Condition_Assessment,P26_moved_to,✗,"0,2701","0,4435",✗
Localisation,LaBSE,E14_Condition_Assessment,P27_moved_from,✗,"0,2701","0,4426",✗
Localisation,LaBSE,E14_Condition_Assessment,P86_falls_within,✗,"0,2701","0,442",✗
Localisation,LaBSE,E14_Condition_Assessment,P13_destroyed,✗,"0,2701","0,4419",✗
Localisation,LaBSE,E14_Condition_Assessment,P25_moved,✗,"0,2701","0,4396",✗
Localisation,LaBSE,E14_Condition_Assessment,P53_has_former_or_current_location,✗,"0,2701","0,4384",✗
Localisation,LaBSE,E14_Condition_Assessment,P56_bears_feature,✗,"0,2701","0,4348",✗
Etendue,LaBSE,E27_Site,P184_ends_before_or_with_the_end_of,✗,"0,4158","0,4362",✗
Etendue,LaBSE,E27_Site,P197_covered_parts_of,✗,"0,4158","0,4295",✗
Etendue,LaBSE,E27_Site,P173_starts_before_or_with_the_end_of,✗,"0,4158","0,4284",✗
Etendue,LaBSE,E27_Site,P174_starts_before_the_end_of,✗,"0,4158","0,4255",✗
Etendue,LaBSE,E27_Site,P175_starts_before_or_with_the_start_of,✗,"0,4158","0,4239",✗
Etendue,LaBSE,E27_Site,P185_ends_before_the_end_of,✗,"0,4158","0,4201",✗
Etendue,LaBSE,E27_Site,P74_has_current_or_former_residence,✗,"0,4158","0,4195",✗
Etendue,LaBSE,E27_Site,P182_ends_before_or_with_the_start_of,✗,"0,4158","0,4175",✗
Etendue,LaBSE,E27_Site,P176_starts_before_the_start_of,✗,"0,4158","0,4143",✗
Etendue,LaBSE,E27_Site,P13_destroyed,✗,"0,4158","0,4118",✗
Etendue,LaBSE,E20_Biological_Object,P184_ends_before_or_with_the_end_of,✗,"0,3727","0,4362",✗
Etendue,LaBSE,E20_Biological_Object,P197_covered_parts_of,✗,"0,3727","0,4295",✗
Etendue,LaBSE,E20_Biological_Object,P173_starts_before_or_with_the_end_of,✗,"0,3727","0,4284",✗
Etendue,LaBSE,E20_Biological_Object,P174_starts_before_the_end_of,✗,"0,3727","0,4255",✗
Etendue,LaBSE,E20_Biological_Object,P175_starts_before_or_with_the_start_of,✗,"0,3727","0,4239",✗
Etendue,LaBSE,E20_Biological_Object,P185_ends_before_the_end_of,✗,"0,3727","0,4201",✗
Etendue,LaBSE,E20_Biological_Object,P74_has_current_or_former_residence,✗,"0,3727","0,4195",✗
Etendue,LaBSE,E20_Biological_Object,P182_ends_before_or_with_the_start_of,✗,"0,3727","0,4175",✗
Etendue,LaBSE,E20_Biological_Object,P176_starts_before_the_start_of,✗,"0,3727","0,4143",✗
Etendue,LaBSE,E20_Biological_Object,P13_destroyed,✗,"0,3727","0,4118",✗
Etendue,LaBSE,E53_Place,P184_ends_before_or_with_the_end_of,✗,"0,3592","0,4362",✗
Etendue,LaBSE,E53_Place,P197_covered_parts_of,✗,"0,3592","0,4295",✗
Etendue,LaBSE,E53_Place,P173_starts_before_or_with_the_end_of,✗,"0,3592","0,4284",✗
Etendue,LaBSE,E53_Place,P174_starts_before_the_end_of,✗,"0,3592","0,4255",✗
Etendue,LaBSE,E53_Place,P175_starts_before_or_with_the_start_of,✗,"0,3592","0,4239",✗
Etendue,LaBSE,E53_Place,P185_ends_before_the_end_of,✗,"0,3592","0,4201",✗
Etendue,LaBSE,E53_Place,P74_has_current_or_former_residence,✗,"0,3592","0,4195",✗
Etendue,LaBSE,E53_Place,P182_ends_before_or_with_the_start_of,✗,"0,3592","0,4175",✗
Etendue,LaBSE,E53_Place,P176_starts_before_the_start_of,✗,"0,3592","0,4143",✗
Etendue,LaBSE,E53_Place,P13_destroyed,✗,"0,3592","0,4118",✗
Etendue,LaBSE,E52_Time-Span,P184_ends_before_or_with_the_end_of,✗,"0,345","0,4362",✗
Etendue,LaBSE,E52_Time-Span,P197_covered_parts_of,✗,"0,345","0,4295",✗
Etendue,LaBSE,E52_Time-Span,P173_starts_before_or_with_the_end_of,✗,"0,345","0,4284",✗
Etendue,LaBSE,E52_Time-Span,P174_starts_before_the_end_of,✗,"0,345","0,4255",✗
Etendue,LaBSE,E52_Time-Span,P175_starts_before_or_with_the_start_of,✗,"0,345","0,4239",✗
Etendue,LaBSE,E52_Time-Span,P185_ends_before_the_end_of,✗,"0,345","0,4201",✗
Etendue,LaBSE,E52_Time-Span,P74_has_current_or_former_residence,✗,"0,345","0,4195",✗
Etendue,LaBSE,E52_Time-Span,P182_ends_before_or_with_the_start_of,✗,"0,345","0,4175",✗
Etendue,LaBSE,E52_Time-Span,P176_starts_before_the_start_of,✗,"0,345","0,4143",✗
Etendue,LaBSE,E52_Time-Span,P13_destroyed,✗,"0,345","0,4118",✗
Etendue,LaBSE,E79_Part_Addition,P184_ends_before_or_with_the_end_of,✗,"0,3424","0,4362",✗
Etendue,LaBSE,E79_Part_Addition,P197_covered_parts_of,✗,"0,3424","0,4295",✗
Etendue,LaBSE,E79_Part_Addition,P173_starts_before_or_with_the_end_of,✗,"0,3424","0,4284",✗
Etendue,LaBSE,E79_Part_Addition,P174_starts_before_the_end_of,✗,"0,3424","0,4255",✗
Etendue,LaBSE,E79_Part_Addition,P175_starts_before_or_with_the_start_of,✗,"0,3424","0,4239",✗
Etendue,LaBSE,E79_Part_Addition,P185_ends_before_the_end_of,✗,"0,3424","0,4201",✗
Etendue,LaBSE,E79_Part_Addition,P74_has_current_or_former_residence,✗,"0,3424","0,4195",✗
Etendue,LaBSE,E79_Part_Addition,P182_ends_before_or_with_the_start_of,✗,"0,3424","0,4175",✗
Etendue,LaBSE,E79_Part_Addition,P176_starts_before_the_start_of,✗,"0,3424","0,4143",✗
Etendue,LaBSE,E79_Part_Addition,P13_destroyed,✗,"0,3424","0,4118",✗
Antérieur à,LaBSE,E42_Identifier,P108_has_produced,✗,"0,3043","0,5495",✗
Antérieur à,LaBSE,E42_Identifier,P93_took_out_of_existence,✗,"0,3043","0,4817",✗
Antérieur à,LaBSE,E42_Identifier,P102_has_title,✗,"0,3043","0,4814",✗
Antérieur à,LaBSE,E42_Identifier,P164_is_temporally_specified_by,✗,"0,3043","0,4774",✗
Antérieur à,LaBSE,E42_Identifier,P98_brought_into_life,✗,"0,3043","0,4642",✗
Antérieur à,LaBSE,E42_Identifier,P186_produced_thing_of_product_type,✗,"0,3043","0,4615",✗
Antérieur à,LaBSE,E42_Identifier,P42_assigned,✗,"0,3043","0,4556",✗
Antérieur à,LaBSE,E42_Identifier,P48_has_preferred_identifier,✓,"0,3043","0,4528",✓
Antérieur à,LaBSE,E42_Identifier,P92_brought_into_existence,✗,"0,3043","0,4503",✗
Antérieur à,LaBSE,E42_Identifier,P100_was_death_of,✗,"0,3043","0,4485",✗
Antérieur à,LaBSE,E93_Presence,P108_has_produced,✗,"0,3002","0,5495",✗
Antérieur à,LaBSE,E93_Presence,P93_took_out_of_existence,✗,"0,3002","0,4817",✗
Antérieur à,LaBSE,E93_Presence,P102_has_title,✗,"0,3002","0,4814",✗
Antérieur à,LaBSE,E93_Presence,P164_is_temporally_specified_by,✗,"0,3002","0,4774",✗
Antérieur à,LaBSE,E93_Presence,P98_brought_into_life,✗,"0,3002","0,4642",✗
Antérieur à,LaBSE,E93_Presence,P186_produced_thing_of_product_type,✗,"0,3002","0,4615",✗
Antérieur à,LaBSE,E93_Presence,P42_assigned,✗,"0,3002","0,4556",✗
Antérieur à,LaBSE,E93_Presence,P48_has_preferred_identifier,✗,"0,3002","0,4528",✗
Antérieur à,LaBSE,E93_Presence,P92_brought_into_existence,✗,"0,3002","0,4503",✗
Antérieur à,LaBSE,E93_Presence,P100_was_death_of,✗,"0,3002","0,4485",✗
Antérieur à,LaBSE,E2_Temporal_Entity,P108_has_produced,✗,"0,2964","0,5495",✗
Antérieur à,LaBSE,E2_Temporal_Entity,P93_took_out_of_existence,✗,"0,2964","0,4817",✗
Antérieur à,LaBSE,E2_Temporal_Entity,P102_has_title,✗,"0,2964","0,4814",✗
Antérieur à,LaBSE,E2_Temporal_Entity,P164_is_temporally_specified_by,✗,"0,2964","0,4774",✗
Antérieur à,LaBSE,E2_Temporal_Entity,P98_brought_into_life,✗,"0,2964","0,4642",✗
Antérieur à,LaBSE,E2_Temporal_Entity,P186_produced_thing_of_product_type,✗,"0,2964","0,4615",✗
Antérieur à,LaBSE,E2_Temporal_Entity,P42_assigned,✗,"0,2964","0,4556",✗
Antérieur à,LaBSE,E2_Temporal_Entity,P48_has_preferred_identifier,✗,"0,2964","0,4528",✗
Antérieur à,LaBSE,E2_Temporal_Entity,P92_brought_into_existence,✗,"0,2964","0,4503",✗
Antérieur à,LaBSE,E2_Temporal_Entity,P100_was_death_of,✗,"0,2964","0,4485",✗
Antérieur à,LaBSE,E37_Mark,P108_has_produced,✗,"0,2823","0,5495",✗
Antérieur à,LaBSE,E37_Mark,P93_took_out_of_existence,✗,"0,2823","0,4817",✗
Antérieur à,LaBSE,E37_Mark,P102_has_title,✗,"0,2823","0,4814",✗
Antérieur à,LaBSE,E37_Mark,P164_is_temporally_specified_by,✗,"0,2823","0,4774",✗
Antérieur à,LaBSE,E37_Mark,P98_brought_into_life,✗,"0,2823","0,4642",✗
Antérieur à,LaBSE,E37_Mark,P186_produced_thing_of_product_type,✗,"0,2823","0,4615",✗
Antérieur à,LaBSE,E37_Mark,P42_assigned,✗,"0,2823","0,4556",✗
Antérieur à,LaBSE,E37_Mark,P48_has_preferred_identifier,✗,"0,2823","0,4528",✗
Antérieur à,LaBSE,E37_Mark,P92_brought_into_existence,✗,"0,2823","0,4503",✗
Antérieur à,LaBSE,E37_Mark,P100_was_death_of,✗,"0,2823","0,4485",✗
Antérieur à,LaBSE,E98_Currency,P108_has_produced,✗,"0,2764","0,5495",✗
Antérieur à,LaBSE,E98_Currency,P93_took_out_of_existence,✗,"0,2764","0,4817",✗
Antérieur à,LaBSE,E98_Currency,P102_has_title,✗,"0,2764","0,4814",✗
Antérieur à,LaBSE,E98_Currency,P164_is_temporally_specified_by,✗,"0,2764","0,4774",✗
Antérieur à,LaBSE,E98_Currency,P98_brought_into_life,✗,"0,2764","0,4642",✗
Antérieur à,LaBSE,E98_Currency,P186_produced_thing_of_product_type,✗,"0,2764","0,4615",✗
Antérieur à,LaBSE,E98_Currency,P42_assigned,✗,"0,2764","0,4556",✗
Antérieur à,LaBSE,E98_Currency,P48_has_preferred_identifier,✗,"0,2764","0,4528",✗
Antérieur à,LaBSE,E98_Currency,P92_brought_into_existence,✗,"0,2764","0,4503",✗
Antérieur à,LaBSE,E98_Currency,P100_was_death_of,✗,"0,2764","0,4485",✗
Postérieur à,LaBSE,E42_Identifier,P108_has_produced,✗,"0,3177","0,5665",✗
Postérieur à,LaBSE,E42_Identifier,P102_has_title,✗,"0,3177","0,5359",✗
Postérieur à,LaBSE,E42_Identifier,P186_produced_thing_of_product_type,✗,"0,3177","0,5227",✗
Postérieur à,LaBSE,E42_Identifier,P142_used_constituent,✗,"0,3177","0,5122",✗
Postérieur à,LaBSE,E42_Identifier,P126_employed,✗,"0,3177","0,51",✗
Postérieur à,LaBSE,E42_Identifier,P92_brought_into_existence,✗,"0,3177","0,5069",✗
Postérieur à,LaBSE,E42_Identifier,P164_is_temporally_specified_by,✗,"0,3177","0,5041",✗
Postérieur à,LaBSE,E42_Identifier,P93_took_out_of_existence,✗,"0,3177","0,4985",✗
Postérieur à,LaBSE,E42_Identifier,P48_has_preferred_identifier,✓,"0,3177","0,4985",✓
Postérieur à,LaBSE,E42_Identifier,P139_has_alternative_form,✗,"0,3177","0,497",✗
Postérieur à,LaBSE,E2_Temporal_Entity,P108_has_produced,✗,"0,297","0,5665",✗
Postérieur à,LaBSE,E2_Temporal_Entity,P102_has_title,✗,"0,297","0,5359",✗
Postérieur à,LaBSE,E2_Temporal_Entity,P186_produced_thing_of_product_type,✗,"0,297","0,5227",✗
Postérieur à,LaBSE,E2_Temporal_Entity,P142_used_constituent,✗,"0,297","0,5122",✗
Postérieur à,LaBSE,E2_Temporal_Entity,P126_employed,✗,"0,297","0,51",✗
Postérieur à,LaBSE,E2_Temporal_Entity,P92_brought_into_existence,✗,"0,297","0,5069",✗
Postérieur à,LaBSE,E2_Temporal_Entity,P164_is_temporally_specified_by,✗,"0,297","0,5041",✗
Postérieur à,LaBSE,E2_Temporal_Entity,P93_took_out_of_existence,✗,"0,297","0,4985",✗
Postérieur à,LaBSE,E2_Temporal_Entity,P48_has_preferred_identifier,✗,"0,297","0,4985",✗
Postérieur à,LaBSE,E2_Temporal_Entity,P139_has_alternative_form,✗,"0,297","0,497",✗
Postérieur à,LaBSE,E37_Mark,P108_has_produced,✗,"0,2915","0,5665",✗
Postérieur à,LaBSE,E37_Mark,P102_has_title,✗,"0,2915","0,5359",✗
Postérieur à,LaBSE,E37_Mark,P186_produced_thing_of_product_type,✗,"0,2915","0,5227",✗
Postérieur à,LaBSE,E37_Mark,P142_used_constituent,✗,"0,2915","0,5122",✗
Postérieur à,LaBSE,E37_Mark,P126_employed,✗,"0,2915","0,51",✗
Postérieur à,LaBSE,E37_Mark,P92_brought_into_existence,✗,"0,2915","0,5069",✗
Postérieur à,LaBSE,E37_Mark,P164_is_temporally_specified_by,✗,"0,2915","0,5041",✗
Postérieur à,LaBSE,E37_Mark,P93_took_out_of_existence,✗,"0,2915","0,4985",✗
Postérieur à,LaBSE,E37_Mark,P48_has_preferred_identifier,✗,"0,2915","0,4985",✗
Postérieur à,LaBSE,E37_Mark,P139_has_alternative_form,✗,"0,2915","0,497",✗
Postérieur à,LaBSE,E32_Authority_Document,P108_has_produced,✗,"0,29","0,5665",✗
Postérieur à,LaBSE,E32_Authority_Document,P102_has_title,✗,"0,29","0,5359",✗
Postérieur à,LaBSE,E32_Authority_Document,P186_produced_thing_of_product_type,✗,"0,29","0,5227",✗
Postérieur à,LaBSE,E32_Authority_Document,P142_used_constituent,✗,"0,29","0,5122",✗
Postérieur à,LaBSE,E32_Authority_Document,P126_employed,✗,"0,29","0,51",✗
Postérieur à,LaBSE,E32_Authority_Document,P92_brought_into_existence,✗,"0,29","0,5069",✗
Postérieur à,LaBSE,E32_Authority_Document,P164_is_temporally_specified_by,✗,"0,29","0,5041",✗
Postérieur à,LaBSE,E32_Authority_Document,P93_took_out_of_existence,✗,"0,29","0,4985",✗
Postérieur à,LaBSE,E32_Authority_Document,P48_has_preferred_identifier,✗,"0,29","0,4985",✗
Postérieur à,LaBSE,E32_Authority_Document,P139_has_alternative_form,✗,"0,29","0,497",✗
Postérieur à,LaBSE,E93_Presence,P108_has_produced,✗,"0,2891","0,5665",✗
Postérieur à,LaBSE,E93_Presence,P102_has_title,✗,"0,2891","0,5359",✗
Postérieur à,LaBSE,E93_Presence,P186_produced_thing_of_product_type,✗,"0,2891","0,5227",✗
Postérieur à,LaBSE,E93_Presence,P142_used_constituent,✗,"0,2891","0,5122",✗
Postérieur à,LaBSE,E93_Presence,P126_employed,✗,"0,2891","0,51",✗
Postérieur à,LaBSE,E93_Presence,P92_brought_into_existence,✗,"0,2891","0,5069",✗
Postérieur à,LaBSE,E93_Presence,P164_is_temporally_specified_by,✗,"0,2891","0,5041",✗
Postérieur à,LaBSE,E93_Presence,P93_took_out_of_existence,✗,"0,2891","0,4985",✗
Postérieur à,LaBSE,E93_Presence,P48_has_preferred_identifier,✗,"0,2891","0,4985",✗
Postérieur à,LaBSE,E93_Presence,P139_has_alternative_form,✗,"0,2891","0,497",✗
Egal à ,LaBSE,E98_Currency,P180_has_currency,✗,"0,2233","0,6164",✗
Egal à ,LaBSE,E98_Currency,P186_produced_thing_of_product_type,✗,"0,2233","0,5595",✗
Egal à ,LaBSE,E98_Currency,P124_transformed,✗,"0,2233","0,5242",✗
Egal à ,LaBSE,E98_Currency,P123_resulted_in,✗,"0,2233","0,4939",✗
Egal à ,LaBSE,E98_Currency,P13_destroyed,✗,"0,2233","0,4659",✗
Egal à ,LaBSE,E98_Currency,P94_has_created,✗,"0,2233","0,4645",✗
Egal à ,LaBSE,E98_Currency,P92_brought_into_existence,✗,"0,2233","0,4615",✗
Egal à ,LaBSE,E98_Currency,P179_had_sales_price,✗,"0,2233","0,4609",✗
Egal à ,LaBSE,E98_Currency,P188_requires_production_tool,✗,"0,2233","0,4587",✗
Egal à ,LaBSE,E98_Currency,P102_has_title,✗,"0,2233","0,4573",✗
Egal à ,LaBSE,E99_Product_Type,P180_has_currency,✗,"0,208","0,6164",✗
Egal à ,LaBSE,E99_Product_Type,P186_produced_thing_of_product_type,✗,"0,208","0,5595",✗
Egal à ,LaBSE,E99_Product_Type,P124_transformed,✗,"0,208","0,5242",✗
Egal à ,LaBSE,E99_Product_Type,P123_resulted_in,✗,"0,208","0,4939",✗
Egal à ,LaBSE,E99_Product_Type,P13_destroyed,✗,"0,208","0,4659",✗
Egal à ,LaBSE,E99_Product_Type,P94_has_created,✗,"0,208","0,4645",✗
Egal à ,LaBSE,E99_Product_Type,P92_brought_into_existence,✗,"0,208","0,4615",✗
Egal à ,LaBSE,E99_Product_Type,P179_had_sales_price,✗,"0,208","0,4609",✗
Egal à ,LaBSE,E99_Product_Type,P188_requires_production_tool,✗,"0,208","0,4587",✗
Egal à ,LaBSE,E99_Product_Type,P102_has_title,✗,"0,208","0,4573",✗
Egal à ,LaBSE,E13_Attribute_Assignment,P180_has_currency,✗,"0,1842","0,6164",✗
Egal à ,LaBSE,E13_Attribute_Assignment,P186_produced_thing_of_product_type,✗,"0,1842","0,5595",✗
Egal à ,LaBSE,E13_Attribute_Assignment,P124_transformed,✗,"0,1842","0,5242",✗
Egal à ,LaBSE,E13_Attribute_Assignment,P123_resulted_in,✗,"0,1842","0,4939",✗
Egal à ,LaBSE,E13_Attribute_Assignment,P13_destroyed,✗,"0,1842","0,4659",✗
Egal à ,LaBSE,E13_Attribute_Assignment,P94_has_created,✗,"0,1842","0,4645",✗
Egal à ,LaBSE,E13_Attribute_Assignment,P92_brought_into_existence,✗,"0,1842","0,4615",✗
Egal à ,LaBSE,E13_Attribute_Assignment,P179_had_sales_price,✗,"0,1842","0,4609",✗
Egal à ,LaBSE,E13_Attribute_Assignment,P188_requires_production_tool,✗,"0,1842","0,4587",✗
Egal à ,LaBSE,E13_Attribute_Assignment,P102_has_title,✗,"0,1842","0,4573",✗
Egal à ,LaBSE,E72_Legal_Object,P180_has_currency,✗,"0,179","0,6164",✗
Egal à ,LaBSE,E72_Legal_Object,P186_produced_thing_of_product_type,✗,"0,179","0,5595",✗
Egal à ,LaBSE,E72_Legal_Object,P124_transformed,✗,"0,179","0,5242",✗
Egal à ,LaBSE,E72_Legal_Object,P123_resulted_in,✗,"0,179","0,4939",✗
Egal à ,LaBSE,E72_Legal_Object,P13_destroyed,✗,"0,179","0,4659",✗
Egal à ,LaBSE,E72_Legal_Object,P94_has_created,✗,"0,179","0,4645",✗
Egal à ,LaBSE,E72_Legal_Object,P92_brought_into_existence,✗,"0,179","0,4615",✗
Egal à ,LaBSE,E72_Legal_Object,P179_had_sales_price,✗,"0,179","0,4609",✗
Egal à ,LaBSE,E72_Legal_Object,P188_requires_production_tool,✗,"0,179","0,4587",✗
Egal à ,LaBSE,E72_Legal_Object,P102_has_title,✗,"0,179","0,4573",✗
Egal à ,LaBSE,E97_Monetary_Amount,P180_has_currency,✗,"0,1771","0,6164",✗
Egal à ,LaBSE,E97_Monetary_Amount,P186_produced_thing_of_product_type,✗,"0,1771","0,5595",✗
Egal à ,LaBSE,E97_Monetary_Amount,P124_transformed,✗,"0,1771","0,5242",✗
Egal à ,LaBSE,E97_Monetary_Amount,P123_resulted_in,✗,"0,1771","0,4939",✗
Egal à ,LaBSE,E97_Monetary_Amount,P13_destroyed,✗,"0,1771","0,4659",✗
Egal à ,LaBSE,E97_Monetary_Amount,P94_has_created,✗,"0,1771","0,4645",✗
Egal à ,LaBSE,E97_Monetary_Amount,P92_brought_into_existence,✗,"0,1771","0,4615",✗
Egal à ,LaBSE,E97_Monetary_Amount,P179_had_sales_price,✗,"0,1771","0,4609",✗
Egal à ,LaBSE,E97_Monetary_Amount,P188_requires_production_tool,✗,"0,1771","0,4587",✗
Egal à ,LaBSE,E97_Monetary_Amount,P102_has_title,✗,"0,1771","0,4573",✗
Etat,LaBSE,E14_Condition_Assessment,P35_has_identified,✗,"0,4595","0,5329",✗
Etat,LaBSE,E14_Condition_Assessment,P186_produced_thing_of_product_type,✗,"0,4595","0,5265",✗
Etat,LaBSE,E14_Condition_Assessment,P92_brought_into_existence,✗,"0,4595","0,5223",✗
Etat,LaBSE,E14_Condition_Assessment,P108_has_produced,✗,"0,4595","0,5214",✗
Etat,LaBSE,E14_Condition_Assessment,P126_employed,✗,"0,4595","0,5149",✗
Etat,LaBSE,E14_Condition_Assessment,P44_has_condition,✗,"0,4595","0,5082",✗
Etat,LaBSE,E14_Condition_Assessment,P13_destroyed,✗,"0,4595","0,5059",✗
Etat,LaBSE,E14_Condition_Assessment,P31_has_modified,✗,"0,4595","0,5",✗
Etat,LaBSE,E14_Condition_Assessment,P34_concerned,✗,"0,4595","0,4849",✗
Etat,LaBSE,E14_Condition_Assessment,P94_has_created,✗,"0,4595","0,4827",✗
Etat,LaBSE,E3_Condition_State,P35_has_identified,✗,"0,4537","0,5329",✗
Etat,LaBSE,E3_Condition_State,P186_produced_thing_of_product_type,✗,"0,4537","0,5265",✗
Etat,LaBSE,E3_Condition_State,P92_brought_into_existence,✗,"0,4537","0,5223",✗
Etat,LaBSE,E3_Condition_State,P108_has_produced,✗,"0,4537","0,5214",✗
Etat,LaBSE,E3_Condition_State,P126_employed,✗,"0,4537","0,5149",✗
Etat,LaBSE,E3_Condition_State,P44_has_condition,✓,"0,4537","0,5082",✓
Etat,LaBSE,E3_Condition_State,P13_destroyed,✗,"0,4537","0,5059",✗
Etat,LaBSE,E3_Condition_State,P31_has_modified,✗,"0,4537","0,5",✗
Etat,LaBSE,E3_Condition_State,P34_concerned,✗,"0,4537","0,4849",✗
Etat,LaBSE,E3_Condition_State,P94_has_created,✗,"0,4537","0,4827",✗
Etat,LaBSE,E21_Person,P35_has_identified,✗,"0,374","0,5329",✗
Etat,LaBSE,E21_Person,P186_produced_thing_of_product_type,✗,"0,374","0,5265",✗
Etat,LaBSE,E21_Person,P92_brought_into_existence,✗,"0,374","0,5223",✗
Etat,LaBSE,E21_Person,P108_has_produced,✗,"0,374","0,5214",✗
Etat,LaBSE,E21_Person,P126_employed,✗,"0,374","0,5149",✗
Etat,LaBSE,E21_Person,P44_has_condition,✗,"0,374","0,5082",✗
Etat,LaBSE,E21_Person,P13_destroyed,✗,"0,374","0,5059",✗
Etat,LaBSE,E21_Person,P31_has_modified,✗,"0,374","0,5",✗
Etat,LaBSE,E21_Person,P34_concerned,✗,"0,374","0,4849",✗
Etat,LaBSE,E21_Person,P94_has_created,✗,"0,374","0,4827",✗
Etat,LaBSE,E20_Biological_Object,P35_has_identified,✗,"0,3662","0,5329",✗
Etat,LaBSE,E20_Biological_Object,P186_produced_thing_of_product_type,✗,"0,3662","0,5265",✗
Etat,LaBSE,E20_Biological_Object,P92_brought_into_existence,✗,"0,3662","0,5223",✗
Etat,LaBSE,E20_Biological_Object,P108_has_produced,✗,"0,3662","0,5214",✗
Etat,LaBSE,E20_Biological_Object,P126_employed,✗,"0,3662","0,5149",✗
Etat,LaBSE,E20_Biological_Object,P44_has_condition,✗,"0,3662","0,5082",✗
Etat,LaBSE,E20_Biological_Object,P13_destroyed,✗,"0,3662","0,5059",✗
Etat,LaBSE,E20_Biological_Object,P31_has_modified,✗,"0,3662","0,5",✗
Etat,LaBSE,E20_Biological_Object,P34_concerned,✗,"0,3662","0,4849",✗
Etat,LaBSE,E20_Biological_Object,P94_has_created,✗,"0,3662","0,4827",✗
Etat,LaBSE,E2_Temporal_Entity,P35_has_identified,✗,"0,3464","0,5329",✗
Etat,LaBSE,E2_Temporal_Entity,P186_produced_thing_of_product_type,✗,"0,3464","0,5265",✗
Etat,LaBSE,E2_Temporal_Entity,P92_brought_into_existence,✗,"0,3464","0,5223",✗
Etat,LaBSE,E2_Temporal_Entity,P108_has_produced,✗,"0,3464","0,5214",✗
Etat,LaBSE,E2_Temporal_Entity,P126_employed,✗,"0,3464","0,5149",✗
Etat,LaBSE,E2_Temporal_Entity,P44_has_condition,✗,"0,3464","0,5082",✗
Etat,LaBSE,E2_Temporal_Entity,P13_destroyed,✗,"0,3464","0,5059",✗
Etat,LaBSE,E2_Temporal_Entity,P31_has_modified,✗,"0,3464","0,5",✗
Etat,LaBSE,E2_Temporal_Entity,P34_concerned,✗,"0,3464","0,4849",✗
Etat,LaBSE,E2_Temporal_Entity,P94_has_created,✗,"0,3464","0,4827",✗
Mortier,LaBSE,E24_Physical_Human-Made_Thing,P108_has_produced,✗,"0,3635","0,5822",✗
Mortier,LaBSE,E24_Physical_Human-Made_Thing,P94_has_created,✗,"0,3635","0,528",✗
Mortier,LaBSE,E24_Physical_Human-Made_Thing,P98_brought_into_life,✗,"0,3635","0,4939",✗
Mortier,LaBSE,E24_Physical_Human-Made_Thing,P102_has_title,✗,"0,3635","0,4905",✗
Mortier,LaBSE,E24_Physical_Human-Made_Thing,P186_produced_thing_of_product_type,✗,"0,3635","0,4883",✗
Mortier,LaBSE,E24_Physical_Human-Made_Thing,P13_destroyed,✗,"0,3635","0,4867",✗
Mortier,LaBSE,E24_Physical_Human-Made_Thing,P100_was_death_of,✗,"0,3635","0,4865",✗
Mortier,LaBSE,E24_Physical_Human-Made_Thing,P126_employed,✗,"0,3635","0,483",✗
Mortier,LaBSE,E24_Physical_Human-Made_Thing,P92_brought_into_existence,✗,"0,3635","0,4807",✗
Mortier,LaBSE,E24_Physical_Human-Made_Thing,P4_has_time-span,✗,"0,3635","0,4781",✗
Mortier,LaBSE,E57_Material,P108_has_produced,✗,"0,333","0,5822",✗
Mortier,LaBSE,E57_Material,P94_has_created,✗,"0,333","0,528",✗
Mortier,LaBSE,E57_Material,P98_brought_into_life,✗,"0,333","0,4939",✗
Mortier,LaBSE,E57_Material,P102_has_title,✗,"0,333","0,4905",✗
